,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
628479,G9xPreJj-JV3jFNQ127Luw,QK-rueHv2lgWO-oedPgc7A,r298P8FSeFI7Mc1hCxw_MQ,5.0,0,0,0,"I love this restaurant. The food is absolutely amazing, the service is amazing. The owner treats you like family. If you have an empty glass it would mean the entire staff suddenly dropped to the floor because they work as a team and you are never lacking a refill. I will never get tired of eating here. Thank you for years of great food and service.",2017-12-01 02:47:22,2017-12-01,2
76745,p1_Cpw2s4It696PQ923p-Q,I39wbaQy4Wdw5LgfMsSi6A,vLatPQBH-YrH7Sy2X7ucVQ,1.0,0,0,0,Have gone a few times recently and either left because of the long wait or have not been happy with the way my hair was cut.  Always a different stylist so you can never get the same person.,2017-12-01 02:47:23,2017-12-01,2
1249661,vQy9poboFxj3skRfZrnH3g,6LmdYq-mhsaOXHjGh0lvQg,oM-slnbPCoTqxxGKo7fx3A,4.0,97,58,93,"El Gaucho is an upscale steakhouse located in the heart of downtown Portland. Considering that if it one of the highest rated restaurants in the city, I was interested to try their food.
 
The reservation was made using open table w/o any problems. Upon arriving to the restaurant, the kind hostess welcomed us and directed us to our table.

Entrees: Ordered the lamb (medium well) and the filet (medium).... The lamb was perfectly cooked as requested and it was delicious. It wasn't gamy at all which is always one of my hesitations when ordering lamb. The Filet was also cooked perfectly as requested.

I am deducting 1 star because of the service. Before ordering the entrees, I asked our waitress in regards to the portions of the entrees. I personally HATE wasting food when traveling and you all know too well that when traveling, you can't eat the left-overs..... Having said that, I asked the waitress how big the portion sizes were. I wish, she had told us about the ""Steak El Gaucho"", that would have been perfect for 2 people in addition to ordering some sides. Half of the rack of lamb that I had ordered was left untouched which was painful to watch.

Unfortunately, in the past, I have tried to give food to the homeless people, but I have encountered some unexpected reactions as they don't want food, just money. 

Having said that, this can be a good coaching opportunity for the waiter staff by the management.",2017-12-01 02:48:03,2017-12-01,2
337353,bOM1brhLzx378WQmG849VQ,VX6xpJjnQWn9Z8XzqP4Cog,KZPkYF5qewGJJS0X6sVm2g,3.0,1,1,1,Definitely not the place to come if you are in a hurry as the drive-thru line is always long however I have always gotten good customer service and their health score is consistently an A.,2017-12-01 02:48:49,2017-12-01,2
2052181,LKmDNYg-uxOX4-L9h1YqPw,s_hKp5bcHi_INOoqXNcGcg,S8BZMomYs3pJTdmLV4-vnA,5.0,0,0,0,"Jessi and her team recently did my bridesmaids, mother,  and my makeup and hair for my wedding. I knew instantly she would be perfect when she showed up for the trial the day before the wedding. She is hilarious, professional and so knowledgeable. She and her team are masters in their craft. My bridesmaids and mom looked and felt amazing. I looked and felt so beautiful and confident on my wedding day and my hair and makeup was exactly how I asked for it. Jessi is flexible and truly listens to what you want but makes honest recommendations based on her expertise. I love her!",2017-12-01 02:49:59,2017-12-01,2
910506,30H7dyMcw3kyqDeUufrBAw,QK-rueHv2lgWO-oedPgc7A,zDknJ4VKX_eHMmp9svNWiw,5.0,0,0,0,"My favorite Mexican restaurant. The food portions are amazing, the staff is very friendly, and the food is hot and delicious. They serve great chips and salsa as well. The atmosphere is charming. I would say my only complaint is the bathrooms. There are only two, and they are always full. But they recently made them both unisex which has been very helpful. Other than that, I would say some of my favorite family memories have been here because we love spending time there so much.",2017-12-01 02:50:01,2017-12-01,2
326817,CVyWI4vYZT3Cm5rEqwaGEA,nK6zJZUDvDlLdbgL_EdI_Q,dTaFmHPDkpPmVzUABgOtFw,3.0,0,0,0,"This is definitely the epitome of fast food in the bbq world in every sense of the word. I can see why this chain has fond memories in many people who grew up eating it with their family as there's a lot for everyone and at very cheap affordable prices.

That said, the food is ok for what it is. And despite being a bbq joint, I still think the fried chicken is the best thing on the menu. The chicken is very juicy, though not as crisp as I would like. On the 3 piece dark, I think the drumstick was the best of the bunch as it was the crispest and juiciest. The thigh is meaty but bit too much moisture in the crust that makes it a bit soggy. The wing has some breast meat attached to it but also a weird section of the bird that did not seem to taste very good. I thought it was a large chunk of breading - it definitely was not.

The fries are actually really good too and the bread although bland is a good palate cleanser to soak up grease.

Also, they got a to go line and the in house line. We mistakenly went to the to go line and could have sped up the whole process by going to the other line but at least now I know.",2017-12-01 02:50:19,2017-12-01,2
922293,IuitfAvW6o1FCX8-0CTgvg,DumktEdluwaZu9uNU-26Ww,_Qm9jWp3g8U522jTpaQLeQ,5.0,1,0,0,"I can't say enough good things about my experience with Daniel at Southern Craftsman.  He was knowledgeable about the materials and gave me all of the information and options I needed know for building my fence.  The fence is beautiful, the quality of work is above standard and the job was completed ahead of schedule.",2017-12-01 02:51:32,2017-12-01,2
918829,U_lSR8rWUsamTzKnerPK1w,CNbBjjGmyJ5FQZEbDJo5Qw,OFKwLTYUbJi8MNhuijdhTA,1.0,0,0,0,I order the Fried Rice and it was horrible the chicken tasted and looked burnt. The food is cooked fresh to order but does not taste like it.,2017-12-01 02:51:37,2017-12-01,2
1548036,EYHHwL4w3Elj4LrGyN8Vfg,zHkSnJBnIExSkp4MN-GhDg,K10Bdyt8gtwXNOoj87ZvuQ,2.0,2,2,2,"I don't understand why people like this place.  Decided to try it out with a friend based on reviews and pictures.  We thought it would be good, but it was just bad.  I like the look of the place and that's it.  We tried about 6 dishes.  Nothing was great, the oysters tasted bad and other dishes were over salted.  Service was terrible.  They brought us a dish that another table ordered.  We tried to explain to the gentlemen we didn't order the empanadas before he even placed it down, but was clearly bothered by being there and wouldn't listen.  When our original server was leaving for the night, she introduced another that would be taking care of us.  The introduction was pointless seeing as how the server that took over never came back to check on us.  We had to flag her down to get our check and which time she stated she wasn't sure if we got the one item we ordered from her.  We did, but it  sucked.  The best thing we had that night was the crackers on the table.  We left full from food we didn't like and being upset that we paid that much for a bad experience.  Will never go back and would steer people far away.",2017-12-01 02:52:04,2017-12-01,2
1404923,VBvlWdDtjwTheGbtdvEhng,biuo51IR0BgacIz4CvwoYQ,OP3hXjPJiWVxPHBmNj9ztw,5.0,0,0,0,"Okay, folks, this is the suburbs and you're across from a car dealer. This is not Greenwich Village (where a coal-burning oven would be illegal).

Great friendly lively environment. Good service.

Caesar salad: excellent. Coal-fired pizza: excellent. Wood-fired pizza: a little too close to Bertucci's. Spaghetti and meatballs: crazy thick noodles. Spaghetti squash appetizer: failure. Squash does not need tomato sauce and Parmesan.

Prices are reasonable.

Our favorite 8-year-old girl says: ""convenient quick and good for kids"". (Kid menu is $7 per, but we didn't try.)",2017-12-01 02:52:14,2017-12-01,2
1202896,oMLsmmofT6h_gvhpBO53eA,xEnOEx1Bt3lT7G8ejywYrA,3-IPSCFRlGX_mFcNhGqL0Q,4.0,0,1,0,"When you move from Central California to anywhere you worry about finding good Mexican food. We found it at our bottom of the hill Don Pedro #7!  Great food, generous portions and a definite taste of home!  The take our menu is in the drawer and will be used often!",2017-12-01 02:52:37,2017-12-01,2
1184950,8QgFZuCxdPVlkDGuorvPUA,vtsVqDlX3SY9NjBa8SdESw,m5fDxUEzRdFo2Yt_2rQanA,5.0,0,0,1,"From the drinks to the decor this place was so good! The Elotes is something I've been looking for since my trip to Mexico so I was super excited to find it here. Our server Wil was great, made great suggestions, and was around just enough. I'm sad we don't live in the area so that I could eat here more!",2017-12-01 02:52:47,2017-12-01,2
2625779,KTZGerOAvKJOwprBCN2UEQ,2OlvxepzKmV_Fx5MqKdIAQ,8HH7xRjmjwzkhADZWir_Cw,1.0,0,0,0,pricey and lack of quality. not to mention it took half an hr for one order of sushi to arrive. can't even pick up sushi with chopsticks since the rice falls apart. this place is terrible. the only people that come here are mostly tourists since it's outside a hotel.,2017-12-01 02:52:49,2017-12-01,2
908006,zhPAmZNJaWEDq_06jd63vw,uWhC9eof98zPkvsalgaqJw,H78eccxwRJIGBOwB0WjaQg,4.0,6,5,7,"A NEWER OPTION IN DECATUR!

Okay If you don't know by now, I really like Ross.  I really like the fashion forward options and the unexpected surprises, (quality items at great prices).  You really have to know how and where to shop in the store to get the greatest benefit.  For example, I would not purchase accessories like shoes or bags simply because these are the items most likely to be of a lesser quality.  If you are going to purchase clothing, simply check fabric composition and construction to make sure that your are purchasing a well made item.  

I like their home decor and kitchen accessories.  They have a small section of kitchen cleaning supplies, which is perfect for getting exactly what I need.

This newer store appeared to be very well stocked with clothing and household items which is surprising considering I had recently visited  two other locations that were screaming ""We barely survived Black Friday!"".  Unlike some of the older stores, this one had a complete jewelry department so you can find sterling silver options available.  I happened upon this location by accident but needed to return an item. 

Here is what you need to know:  If you purchase sterling silver or 14kt. gold at one of their locations, you may have to return it to the same location because not all locations will accept a return.  I purchased some earrings in Cumming and wanted to return them at my store in Johns Creek but since that store is no longer selling jewelry, (just watches), I could not return my earrings there.  Luckily, I was able to return them at this location with no problem.  Remember, Ross is open late for last minute shoppers and this location has a security officer available.  

To make the most of your time at Ross, avoid shopping on your lunch break when the lines are long and the employees are few.  If you can shop at the opening hour or after 9pm, you will have a much better shopping experience.  Good luck!",2017-12-01 02:52:52,2017-12-01,2
1745110,0PW_68ttemuKaFY7apjKDA,Hp0rtKPUFHSAWLqzqUtQrQ,trfQCzNmAgfQLSFUb_6vbA,5.0,0,0,0,"You could never go wrong here! Because there are so many pallet-pleasing dishes to choose from, bring friends. Then, you can sample with one another.  
We kept returning during our stay.",2017-12-01 02:53:42,2017-12-01,2
1184780,WG4l6shJ8BJ1Dh-nrLW22w,ao9HHlaBQkbFlaeR3RXn-Q,CSHueSAhR8D8aFHlvkGy7Q,5.0,0,0,0,"I love their food, the noodle dishes are great, soups on point, and my go-to broccoli beef is always very tasty with perfectly cooked broccoli.",2017-12-01 02:53:59,2017-12-01,2
152862,RyCheLcdHk9ZDElLDJBi4w,1RjpBv1ZdUwtHxHPgyJklg,XxixtrEXLI9Rr1Ojaq70Zw,4.0,6,3,4,"I had a great time at The Waterfront. I met some friends for after brunch drinks on a Sunday afternoon. I can only speak to my experience at the bar. We didn't order food, just enjoyed the atmosphere and each others company. 

The bartenders were friendly, helpful and definitely had a sense of humor and patience putting up with us! The owner even came over and engaged in conversation with us. He was down to earth and friendly. He told us the new direction he has taken The Waterfront and what other ideas he has for the future for the restaurant.
We even had another patron come over to see how we were having so much fun and sat with us for quite a while telling us stories and passing the time.

The view is still incredible of the lake. They have plenty of outdoor seating on the patio available a s well as screened in patio seating. 

I will be back to try the food, happy hour and meet up with friends again!",2017-12-01 02:54:11,2017-12-01,2
2214985,OLbfUmfwSPzRLBPZgJZ1gw,2Z8PPcXQG-zBQEv4NdmugA,MnA_dF1xkX-bnLR6hq4EmQ,5.0,3,0,0,"This is my favorite for soup dumplings in Boston (xiao long baos)! I easily ate here over five times and the food never disappoints. I grabbed dinner here recently with a friend and I was amazed at the great service we got. We had to wait around 10 minutes for a table but the staff was super nice and even offered us hot tea as we waited (now that's 5 star service). I highly recommend their pork soup dumplings and tomato, egg & beef rice plate. It's a great place to go with a few friends and order different plates to try eat family style. The place does get packed but it's worth the wait.",2017-12-01 02:54:23,2017-12-01,2
2625324,bMN09sq5lKLB_3OP8QV32w,xfRWd429IYA2XDG3dUDHrw,IxAbnsetOddOVz9smidnuA,5.0,0,0,0,"I finally had these for the first time (I've been before and they've been sold out of cookies... now I know why). Wow. Tried pistachio toffee, cookies and cream, and peanut butter. All were great but I think I would rank them in that order if I had to. The cookies are really soft, almost like cookie dough consistency but they don't taste raw at all. It's kind of unusual and very delicious!!!",2017-12-01 02:54:33,2017-12-01,2
1471406,9nn57hvSrRK-4lTakTOSLg,4qnO9ksc07LVdVRARikFww,6RXnG0S3EDVSxe2FH8bZRw,5.0,0,0,0,"Best Thai in midtown. The green curry is splendid! Also the Roti and Veggie Samosa is excellent.

Try this spot on Friday during happy hour, the Moscow Mule is delicious.",2017-12-01 02:55:19,2017-12-01,2
67788,snU4XtuvHyAv4pDKnZ8fDQ,i0e8WTQL5ITmiAf5iDG9qA,wgvmFqXQYRmMvC6V--ISaA,5.0,0,0,0,Excellent food. I had the salmon hot pot and the white chocolate mousse for dessert. It was an incredible meal. Totally worth the $$$.,2017-12-01 02:55:31,2017-12-01,2
2633890,AmRUd3nBJ2hxUYbcrQTDXw,xfRWd429IYA2XDG3dUDHrw,CnuJ9rh9xvKJ3EaCo1xIOw,5.0,0,0,0,The ramen is so flavorful and unique! I've tried the Richie Rich and the curry and loved both. Also the chicken wings are divine.,2017-12-01 02:56:26,2017-12-01,2
624559,P-eERE80M-PRvsd20aBNew,kIYnDGaUm6db9_xe762TiA,sMUkBzCgDe1A1qiH5nF0zg,5.0,1,0,1,"Very good environment for you sports fans! Multiple t.v sets on several different games, no discrimination at all. Service was amazing and the prime rib is to die for. So tender wether medium or well surprisingly. The server was very attentive and even though the kitchen had one of my sides mixed with someone else they quickly gave me the correct side. All in all a very good experience, terrific food, and a great energetic atmosphere.",2017-12-01 02:56:51,2017-12-01,2
2340635,1MaNxv3Kfxlui2av8wlmZg,G3z7JEtn3BkmdT-kLJNdHA,RQUZgVKcgenO-FjTg0j80A,3.0,2,0,0,"I had high hopes for this place when I made a last minute reservation for my family. The other reviews seemed great, they had a kid's menu, and they were conveniently located next to Boston Common where we were attending an event tonight.

Unfortunately the service was maddeningly slow, despite us being one of only a couple parties in the place for an early supper. Our server brought our drink orders and then took off without taking our food orders! He didn't appear to be helping other customers, just hanging out in the back.

Once we finally were able to order, our food came out in a reasonable amount of time. My meal and my husbands meal were quite good, but the kids meals were very bland. I'm not sure if this was on purpose? I mean, I know many kids don't like spicy stuff but the mac and cheese and burger my kids got seemed almost devoid of seasoning (I tasted both). As a result they didn't eat much of their food. Also, not once during our meal were any of us offered refills on our water or other drinks, despite empty glasses all around.

When we were done there was once again a long wait to get our bill and my partner was reaching for his credit card before even being handed the bill, but our server immediately took off and we had to wait a while for him to come back and take our payment.

Overall, it wasn't the worst ever but it was a pretty lackluster family dining experience. Not somewhere I'm likely to return to again.",2017-12-01 02:57:55,2017-12-01,2
337657,J7f0tZSAzGIm14b18NtLQA,R0fGDYCRSyduAm2URUigFw,D3EMZKhkRqUQya20IGv7lg,4.0,0,0,0,"This is one of my favorite Thai places in Boston, and I have converted many others into loving this place just as much as I do. Their Pad Thai is one of the best I have ever had, as well as their Pad See Ew, and every curry I've ever tried has been rich and flavorful. The prices are so good that it's hard to pick another place every time I eat out, and they are very quick with their service.

There are reasons why it's not a 5 star location. First off, it is a cash only location, and with a conveniently located ATM right inside their store. Uncertain about the legal precedence of that. Second, the servers are a little curt with you, or dismissive. It has resulted in my vegetarian friend sending back her food several times because they simply ignored her request for her food to be made with tofu. Furthermore, at times they dared to be annoyed at her for not being able to eat a meat dish. 

Beyond those smaller issues, I still highly recommend eating here if you are in the mood for cheap and fantastic Thai food and don't mind a slightly cramped space to eat in.",2017-12-01 02:58:13,2017-12-01,2
2352030,lxcYH4BgKZDDmD6n2AgLFA,DumktEdluwaZu9uNU-26Ww,NOKonyxtPAaXWCBseiUcnw,5.0,0,0,0,"Henna's service department is awesome!  I have always taken my car to AutoNation on 183 simply because it's closest to my house, and I've purchased 3 vehicles from Capitol Chevrolet.  But when push came to shove and I needed a repair recently, neither AutoNation or Capitol was willing to help.  I called Henna and the lady I spoke with went out of her way to help me and get my car in ASAP.  I told her I couldn't be without a car and right away she said she'd get me in a loaner car for as long as it would take to fix my car.  It sounded too good to be true, but when I got to Henna they rushed me right in, got all of my information and gave me a brand new car to drive.  They fixed my car quicker than expected and got me back on the road in my car.  It was the best experience I've had in a service department in a long time AND they've won my business when I purchase my next vehicle.  Way to go, Henna!",2017-12-01 02:58:28,2017-12-01,2
1189627,KJ6FS1nVCU3QrxOrbwT0Mg,TB_r26FoVacy3tUDVwea0A,_ihrL49Ua4O_qd_G-Yc3Ug,1.0,0,0,0,"My young son and I have enjoyed going here for years. However, tonight was a bad experience and we will not go back. After waiting for 30 minutes for our pizza, I went to ask if it was ready. We were both a bit cranky from hunger. I was then told that our pizza had been burned, and they were making a new one. (No one came to tell us, however; I had to go up to the counter to ask.) Then, after waiting over 40 minutes for a small pizza, no one apologized, offered a refund, or even something to drink. I was surprised and disappointed by the treatment and lack of customer service.",2017-12-01 02:58:33,2017-12-01,2
842076,DCWBNA4w_TUJGJ4iMklLmw,AKmV-EpzorGFKEGE4qUwtQ,JCpnFNhJR11jTKERdRL5hw,4.0,0,1,0,"I was here on a date so I forgot to take photos of my food, but I'm here to say, that the atmosphere is great for a date! The restaurant itself is beautiful, they had a good playlist going, and the tables felt private even though there were lots of them. The music was maybe a tad too loud, but it wasn't too big of a deal. 

The food was also really delicious. I got a house marg, which was perfectly mixed. We also ordered chips and queso--their queso is uniquely textured and heated so I would suggest trying it! I had two tacos--one with chicken, one with steak. They're small, but tasty with delicious garnish. 

Where Bakersfield lost a star was the service. Our waitress snatched our menus from us, and practically threw the check across the table at my date. She was very unengaged and it felt like she was annoyed to be serving us. Something like this can definitely put a damper on a dining experience. 

I will be back, but hopefully the service is better next time.",2017-12-01 02:59:16,2017-12-01,2
337825,-J3tSrcl4TbSh8kqOIzZNA,QN_92Vc43TJR5XeI-JEQFw,-Xq6ruGk0U3inDf7BOX1YA,5.0,0,0,0,"This place is great. Our server was so polite. The food was super bad ass. The dumplings were amazing. It's completely out of my way, but would go here before downtown. I can't wait to go back and try something new.",2017-12-01 02:59:28,2017-12-01,2
1467465,Z1l9bNTeewejXHwAfv7WTw,sCLWyXlQUrQvhnMVP1k16w,ug2egg6LBGnYtFKiu83CGA,5.0,0,0,0,"Kiary is wonderful! It was a very different massage than what I've normally had - she uses mostly her forearms and elbows and long, slow, deep strokes, which actually helped release the muscles really effectively without making them feel sore. I'll definitely be coming back!",2017-12-01 02:59:34,2017-12-01,2
2093596,rnJcSx0yrs75S2AemR2wXA,fiIZjsWYgTdKigeyAbuFOQ,Ea9H5DoW_G1e3hqeo0y-gw,1.0,6,0,0,"DON'T BUY ANYTHING FROM HERE, I love hookah I go to many vape and hookah stores, I had never had worst experience then this. I came to buy a hookah, first I wanted to know the prices, I told the employee Hector my price range yet he didn't recommend any hookah, we had to point at each hookah for him to say the price. Then we buy one and go home we realized it was leaking, we ran back to the store as fast as we could mind you we live close. Hector said he can't return it you should've checked it in the shop, I told him come look at this does it look broken or damaged, he said you should've checked it in the store. I told how you want me to put water in it to see if it's leaking. My frustration grew, hector told me to email the owner, he won't give me a number neither nothing else. This is the last time I'll deal with this shop, I should've read the yelps about theme before I came it's obviously bad experiences too.",2017-12-01 02:59:59,2017-12-01,2
2639569,Xw7Y4yWQ_jO_G62HMQjBlA,9afXsNzQObPR47kFuoovVw,2EnKNyqXVTAsG5V9VJNxxg,5.0,0,0,0,"Dined here tonight and the food was phenomenal! I had the shrimp risotto, brussels sprouts and donuts for dessert. Everything was very well seasoned and displayed beautifully. The service was also excellent. Friends had pizza, salad and another seafood dish. Everyone was was happy with their meal. We will definitely be back!",2017-12-01 03:00:46,2017-12-01,3
1530042,-D-n4IMEeXbQ9_36XcGPyg,CLcZys2Im39XR3ZsxFzZ2Q,qHrHZmEMRNzjWrMjaiospw,3.0,1,0,0,"I am giving three stars but I definitely feel like Acre has many ups and downs and pluses and minuses. Really deserving of two and a half stars at times, three possibly at others. Acre is expensive, for two kids meals and our small meals (no fountain drinks, no desserts) plus a tip at the counter it was over 40$. I don't mind paying more for local and healthy food if it's good food. The problem is that it is rarely good. The black bean hummus was so boring and the mammoth sized carrot sticks that were stuck right into the hummus, were slimy wet and got water all over the food. The kimchi tacos were a soggy mess and everything in it looked exactly the same, my spicy chicken salad sandwich wasn't spicy and for 10$ it was just terribly boring. My sons kids meal bowl, was decent in value and size and ingredients, my daughters chicken skewer was okay and the cheapest item but definitely not worth a penny more than we payed. The chicken was super fatty and chewy. We have been a few times and my score is based on all our visits. We have had a couple good items here, usually the bowls but for the most part we have left disappointed.",2017-12-01 03:01:09,2017-12-01,3
72161,cJtguoAKCEfPzJ9rNsKeXw,E5zhHSwtlNnXw16ozCJ3xA,ay6dn7pEw8kGSALujZWBdg,5.0,1,0,1,I love the jewelry here so much! It's not too expensive but still provides great quality. The only annoying thing is the parking is kind of difficult but that's not really their fault. Everyone there is really nice and willing to help. Also don't forget that in your birthday month you can get a 50% discount on one full price item which is pretty cool. I always love shopping here.,2017-12-01 03:01:29,2017-12-01,3
2337751,OtBxfKPSseYyD3x9ND5skg,38prsLzrh00s2AuSn2xUpw,M2R1EK2xGSLC6fJPmtLi5A,1.0,0,0,0,"Extremely disappointing experience tonight at Clarke's.  All I can assume is that there's a new chef.  My wife and I stopped by for what is typically an unbelievable happy hour hamburger and glass of Pinot Noir.  Both of our burgers ordered Medium were served RAW in the center.  

We sent both back, and they were returned clearly microwaved, and there was no apology.  Very disgusting, and not that I wanted a discount, but charged full price for both.  

Not heading back anytime soon, just hoping for no food poisoning.  Taking Clarke's off the list of what was a great place to eat, super disappointing!",2017-12-01 03:01:40,2017-12-01,3
1743310,QI0Lka35jZTrnhwHSTpPAw,aOsrxCFcVS4iqQ_OJvxlJQ,_AXiiZrpuI-YXggCjfhK6Q,5.0,0,0,0,"Some of the best Vietnamese food I've ever had! Bahn mi s ...... fire!! Kalbi..... fire!  Curry's......fire!

Always friendly and quick service as well, highly recommend.",2017-12-01 03:01:57,2017-12-01,3
274166,FyAdaDbdW3TYk4eX3WTmPQ,f0R99sLP-IOKHKg_K4H3rw,ZRXkJWgGP54MRpbUZabCnw,4.0,1,0,1,"4 stars for quality Carrot Cake smoothie. The drink is $10, so it's quite pricey, but refreshing. The carrot cake flavor was definitely there. Delicious velvety almond milk, carrot, banana, coconut oil, cashew, spice blend, and maca (whatever that is). I might have chugged that drink too fast, but thankfully had no brain-freeze. 

Although I wouldn't go to Skyebird on a regular basis (since I'll go broke), I would go here to treat myself to a healthy delicious smoothie once in a while. 

Skyebird is located inside East End Market. It is set like a bar with the hipster mason jar madness. Mason jar light fixtures and cups. Some recipe books are available to read on the counter. The clear jars of spices and herbs displayed are great, so you can see the wide variety they have in their kitchen. There were two cooks/smoothie baristas making the food, which was cool to see. Watching your food be made is sometimes fun, unless you're seeing butchering or de-gutting. Not in this case, since Skyebird seems to be a vegan place. I'm not vegan, but love seeing the wide variety of creative drinks/dishes on the menu. 

The cashier/server was friendly when I ordered. There were 2 women in front of me taking forever to look over the menu, and they didn't even order anything. The cashier/server was nice to them and said, ""Feel free to come back if you find something you like."" 

He seemed busy, since he was the only one in front. I suppose they are short-staffed, but it would be nice to quickly ask the customers if they like their food/drink or simply say ""Enjoy!"" when serving the drink. He just placed the drink and gave me a straw without saying anything. I understand he might have felt rushed though, so I still overall enjoyed Skyebird's chill atmosphere vibe.",2017-12-01 03:01:58,2017-12-01,3
433258,Y-O11KnQTB-Iay0Rgnn26A,RKt0TKjVDHT_6iBRbAz1fw,UcLMrKIzu8VcWbYcXO9EcQ,5.0,0,0,0,"My husband asked where I wanted to go for our Anniversary, and I didn't hesitate to choose Carrabba's.  I love the food.  It is delicious and the staff is wonderful.  Our waiter, Steven, was the best.  The assistant manager, and manager came to our table to thank us for choosing Carrabba's for our anniversary dinner. They were so gracious.  We will definitely return.  If you haven't been, or if it has been a while, you need to go.  You will not be disappointed.
My husband and I had the filet, and it was one of the best steaks I have ever had.  Through the years, I have had soups, salads, chicken, mussels etc.  I have never been disappointed.",2017-12-01 03:03:22,2017-12-01,3
2048125,__rU3gxM1PIX4q3fKkJx0g,NliD9btN5UUfz9ejmLB_ng,DUg-r2vj9E9sib4gToHJ3g,2.0,0,0,0,"Went to eat dinner there tonight. Wasn't very happy with the service. We waited 30 minutes to be seated, even though half of the restaurant was empty. I worked in food service before, I know a half empty restaurant with a wait time of 30 minutes to be seated means the kitchen is understaffed. I can handle that, but the waitress we had never removed the menus from the table after we ordered (even though she came to the table twice before the food came), failed to bring extra butter to go with the bread, and when the hamburger came without the fries, it took another 15 minutes for her to bring them, and they were COLD when they got to the table. Then, the desert that was ordered, the Apple Pie Gold Rush, came with a tiny scoop of ice cream, a TON of pie crust, and just a few pieces of apple pie filling, NO caramel sauce, but drowned it in raspberry sauce. Probably won't go here for dinner again any time soon, if at all.",2017-12-01 03:03:38,2017-12-01,3
2032365,yGsvDlZsH2clYzc0j0_XyQ,E5zhHSwtlNnXw16ozCJ3xA,MPM8quDXnfUuhMSlsvpUKA,5.0,0,0,0,I love getting my nails done here! I recommend making an appointment before going. I usually get the shellacFrench manicure.,2017-12-01 03:03:46,2017-12-01,3
2048204,AxYHzLbrsCipLGPXZabDMA,YzWJGGO8Zod-kqXOZDSTTA,HnWAjMY9k2_eV9cjlqcewA,1.0,0,0,0,"Terrible westernized Thai food. 

None of the dishes had complimenting flavour balances; egg rolls with too much pastry, curry was overly sweet, and dumplings served in a bed of soy sauce with an overpowering taste of molasses. Lastly the Sweet sticky rice with mango for dessert was just a mound of salty rice with sugar syrup on top. When we politely asked the waitress to take this off our bill she refused and told us it's not supposed to be sweet...

Staff had terrible attitude and the atmosphere was sub-par. I Will never be coming back. 

I recommend going further than west campus for a real Thai food experience.",2017-12-01 03:04:30,2017-12-01,3
633452,_GHJmK97_S4fzPUsuQSICA,gIbJsGEWBtXaB_DXEzU7pQ,gOOBAjOYvH-biKL_kKRd4Q,5.0,1,0,0,"I'm new in town and had a hard time finding a reliable and affordable cleaning service. I have 2 pets and both me and my husband work full time, so we needed help.
Eni was very responsive since the beginning and her work is spotless. On the first visit I had the deep cleaning and I can say, it was really deep! She was very thorough and kind. I definitely recommend her and her team.",2017-12-01 03:06:09,2017-12-01,3
1867582,8o_iPmZbLyxsa34rh94gBw,dSQPi2u6cFp6k94ogYTzFQ,rcbhLMCGC-TIberv-rQsnA,5.0,0,0,0,"Of the 10 different times I've been to Cafe Istanbul, I only had one somewhat unpleasant experience that could have been handled better by our server but it was such a minor incident that it's not even worth mentioning.  If you're looking for excellent Turkish food that is about as authentic as you can get outside if Turkey, this is the place to dine.  Admittedly, I wasn't very fond of a couple Turkish dishes the first time I tried them, but I absolutely grew to like and then love them more and more with each visit.  Now I can't seem to get enough and wish I were close enough to visit more often.",2017-12-01 03:06:27,2017-12-01,3
1066576,h-6WIVondA9oBSafgZa5xQ,EZdyx7FSVHJI33cqdr9E6g,-XOAzMXCWX8BvxFAcrfpTA,5.0,6,3,4,"loved burger tex II and have been waiting with much anticipation for the long 5 months during the transformation to sushi hi. 
well let me just tell you i loved it!!! complimentary miso soup got miso happy. ordered the spicy seafood ramen for only $7.50 with my student ID- half of what i pay at tatsuya. so so worth it. such a cute place with great food. 10/10 would recommend :) 
support your local businesses!!",2017-12-01 03:07:41,2017-12-01,3
2350056,ENlPO7jw6zzyQWyuvxGT7A,zVqfBNUS9cTyZZicbzKdqg,a2fNkGhYu-o3NCX4k-uSBQ,3.0,0,0,0,"I same here for lunch today during the week. They have a big lunch special list to look at. Lunch specials come with white rice and a soup.

I ordered the sweet and sour chicken. It was a little too sweet for me. It left an after taste in my mouth that I needed to get rid of with rice. The meal came with a hot and sour soup. It was a little salty.

If I come back, I'll be sure to try something else.",2017-12-01 03:08:51,2017-12-01,3
2343117,cUUqdZKB4u2FDMPF9JzGeg,VNpOHRthYzChtV6Le1bhlA,7Vl28tOcVUovG6ztzFXU_w,4.0,0,0,0,"The style is definitely napolean - fast and relies a lot on ingredients, but not all came from the land of pizza: only the meat came from Italy, the rest came local.

If you ever tried pizza from Napoli or surrounding area, you would notice that the tomatoes are way better than local BC tomatoes. Given this is main ingredient for pizza, there's something missing even though meat and everything else is close.

That said, you won't find this style anywhere else in Vancouver lower mainland.

Onto Value - this place is definitely more on the expensive side, but if you share one for two, suddenly it becomes affordable. I give it a 3.5* if I can but since I can't, the personal service puts it at 4*",2017-12-01 03:08:58,2017-12-01,3
